Area,Rainfall,Temperature,yield,Crops
82,3605.4,42.0,117825.84,Coconut
74,3512.4,42.0,336.0,Coconut
18,3512.4,43.0,22594.0,Coconut
37,3512.4,43.0,116481.07,Coconut
35,3296.0,27.0,316.0,Coconut
5974,3296.0,27.0,21400.0,Coconut
6631,3296.0,27.0,122102.0,Coconut
6705,3550.0,27.0,382.0,Coconut
5876,3550.0,27.0,19578.0,Coconut
326,3550.0,27.0,121037.0,Coconut
6470,3654.0,27.2,231.0,Coconut
6709,3654.0,27.2,18951.0,Coconut
6186,3654.0,27.2,110579.0,Coconut
6503,233.0,27.0,221.0,Coconut
5220,233.0,27.0,15362.0,Coconut
4677,233.0,27.0,120373.0,Coconut
4803,234.0,27.0,291.0,Coconut
3739,234.0,27.0,17231.0,Coconut
3529,234.0,27.0,119359.0,Coconut
3649,3105.0,27.2,283.0,Coconut
1374,3105.0,27.2,17690.0,Coconut
1279,3105.0,27.2,7157.0,Coconut
13283,236.0,27.1,8700.0,Coconut
52119,236.0,27.1,41266.0,Coconut
725,321.0,27.1,8838.0,Coconut
12885,3654.0,26.8,8954.0,Coconut
51179,323.0,26.8,42915.0,Coconut
468,324.0,26.8,9230.0,Coconut
11841,3105.0,37.0,44313.0,Coconut
50975,326.0,37.0,45820.0,Coconut
206,327.0,37.0,49084.0,Coconut
10922,328.0,38.0,86311.0,Coconut
51390,2903.1,38.0,57642.0,Coconut
177,2903.1,38.0,58405.0,Coconut
10723,2903.1,39.0,60751.0,Coconut
51709,2996.6,39.0,109506.0,Coconut
146,2996.6,39.0,114.0,Coconut
10910,2996.6,40.0,3.0,Coconut
51355,3522.8,40.0,95.0,Coconut
160,3522.8,40.0,19.0,Coconut
10912,3522.8,41.0,54.0,Coconut
51353,3729.8,41.0,13.0,Coconut
1279,3729.8,41.0,123.0,Coconut
13283,3729.8,42.0,19.0,Coconut
52119,2746.2,42.0,32.0,Coconut
725,2746.2,42.0,8.0,Coconut
12885,2746.2,43.0,50.0,Coconut
51179,3360.0,27.0,10.0,Coconut
468,3360.0,27.0,29.0,Coconut
11841,3360.0,27.0,44.0,Coconut
50975,3605.4,27.0,33.0,Coconut
206,3605.4,27.0,14.0,Coconut
10922,3605.4,27.0,56.0,Coconut
51390,3512.4,27.2,26.0,Coconut
177,3512.4,27.2,98.0,Coconut
10723,3512.4,27.2,3.0,Coconut
51709,3296.0,27.0,58637.0,Coconut
146,3296.0,27.0,59777.0,Coconut
10910,3296.0,27.0,60528.0,Coconut
51355,3550.0,27.0,61126.0,Coconut
160,3550.0,27.0,623687.0,Coconut
10912,3550.0,27.0,63504.0,Coconut
51353,3654.0,27.2,63931.0,Coconut
1279,3654.0,27.2,73730.0,Coconut
13283,3654.0,27.2,118416.0,Coconut
52119,233.0,27.1,130132.0,Coconut
725,233.0,27.1,154889.0,Coconut
12885,233.0,27.1,171739.0,Coconut
51179,234.0,26.8,172475.0,Coconut
468,234.0,26.8,177939.0,Coconut
11841,234.0,26.8,313547.0,Coconut
50975,3105.0,37.0,2783.0,Coconut
206,3105.0,37.0,1533.0,Coconut
10922,3105.0,37.0,1647.0,Coconut
51390,236.0,38.0,975.0,Coconut
177,236.0,38.0,2.0,Coconut
10723,2903.1,38.0,836.0,Coconut
51709,2903.1,39.0,806.0,Coconut
146,2903.1,39.0,880.0,Coconut
10910,2996.6,39.0,770.0,Coconut
51355,2996.6,40.0,395.0,Coconut
160,2996.6,40.0,187.0,Coconut
10912,3522.8,40.0,187.0,Coconut
51353,3522.8,41.0,121.0,Coconut
142,3522.8,41.0,103.0,Coconut
10505,2903.1,41.0,71.0,Coconut
51040,2903.1,42.0,3961.0,Coconut
154,2903.1,42.0,4247.0,Coconut
10318,2996.6,42.0,3290.0,Coconut
48083,2996.6,43.0,3138.0,Coconut
143,2996.6,43.0,3423.0,Coconut
9283,3522.8,128.0,3899.0,Coconut
47200,3522.8,129.0,4015.0,Coconut
158,3522.8,130.0,4279.0,Coconut
8982,3729.8,131.0,4167.0,Coconut
46990,3729.8,132.0,4479.0,Coconut
103,3729.8,133.0,3699.0,Coconut
8239,2746.2,134.0,4904.0,Coconut
44563,2746.2,135.0,2821.0,Coconut
96,2746.2,136.0,3472.0,Coconut
6949,3360.0,137.0,3647.0,Coconut
44663,3360.0,138.0,393.0,Coconut
110,3360.0,139.0,167.0,Coconut
6824,3605.4,140.0,71.0,Coconut
43013,3605.4,141.0,52.0,Coconut
95,3605.4,142.0,12.0,Coconut
6441,3512.4,143.0,51.0,Coconut
4012,3512.4,144.0,61.0,Coconut
4877,3512.4,27.0,67.0,Coconut
4930,3296.0,27.0,62.0,Coconut
4954,3296.0,27.0,32.0,Cocoa
5019,3296.0,27.0,22.0,Cocoa
5127,3550.0,27.0,25.0,Cocoa
5174,3550.0,27.0,4.0,Cocoa
5294,3550.0,27.2,9.0,Cocoa
5474,3654.0,27.2,12.0,Cocoa
5864,3654.0,27.2,2089.0,Coffee
7028,3654.0,27.0,2810.0,Coffee
7403,233.0,27.0,841.0,Coffee
7501,233.0,27.0,3550.0,Coffee
7714,233.0,27.0,109.0,Coffee
7856,234.0,27.0,3368.0,Coffee
32,234.0,27.0,3671.0,Coffee
1,234.0,27.2,2404.0,Coffee
30,3105.0,27.2,2805.0,Coffee
6,3105.0,27.2,2331.0,Coffee
15,3105.0,27.1,2088.0,Coffee
4,236.0,27.1,2628.0,Coffee
39,236.0,27.1,1939.0,Coffee
6,2903.1,26.8,1871.0,Coffee
12,2903.1,26.8,1868.0,Coffee
3,2903.1,26.8,127919.0,Cardamum
17,2996.6,37.0,75340.0,Cardamum
3,2996.6,37.0,29170.0,Cardamum
9,2996.6,37.0,1901.0,Cardamum
21,3522.8,38.0,972.0,Cardamum
11,3522.8,38.0,874.0,Cardamum
4,3522.8,38.0,592.0,Cardamum
15,2903.1,39.0,864.0,Cardamum
8,2903.1,39.0,5373.0,Cardamum
29,2903.1,39.0,6589.0,Cardamum
1,2996.6,40.0,5107.0,Cardamum
13736,2996.6,40.0,5518.0,Cardamum
14003,2996.6,40.0,4912.0,Cardamum
14179,3522.8,41.0,3830.0,Cardamum
14319,3522.8,41.0,4.0,Cardamum
14464,3522.8,41.0,9.0,Pepper
14876,3729.8,42.0,12.0,Pepper
14976,3729.8,42.0,2089.0,Pepper
15009,3729.8,42.0,2810.0,Pepper
15114,2746.2,43.0,841.0,Pepper
16224,2746.2,43.0,3550.0,Pepper
17095,2746.2,27.0,109.0,Pepper
17512,3360.0,27.0,3368.0,Pepper
17587,3360.0,27.0,3671.0,Pepper
17771,3360.0,27.0,2404.0,Pepper
17825,3605.4,27.0,2805.0,Pepper
3147,3605.4,27.0,2331.0,Pepper
2578,3605.4,27.2,2088.0,Pepper
1591,3512.4,27.2,2628.0,Pepper
1298,3512.4,27.2,1939.0,Pepper
4,3512.4,27.0,1871.0,Arecanut
1122,3296.0,27.0,1868.0,Arecanut
917,3296.0,27.0,127919.0,Arecanut
819,3296.0,27.0,75340.0,Arecanut
619,3550.0,27.0,29170.0,Arecanut
391,3550.0,27.0,1901.0,Arecanut
211,3550.0,27.2,972.0,Arecanut
153,3654.0,27.2,874.0,Arecanut
111,3654.0,27.2,592.0,Arecanut
76,3654.0,27.1,864.0,Arecanut
53,233.0,27.1,5373.0,Arecanut
2688,233.0,27.1,6589.0,Arecanut
2311,233.0,26.8,5107.0,Arecanut
2188,234.0,26.8,5518.0,Arecanut
1998,234.0,26.8,4912.0,Arecanut
2006,234.0,37.0,3830.0,Ginger
2034,3105.0,37.0,4.0,Ginger
2035,3105.0,37.0,9.0,Ginger
2074,3105.0,38.0,12.0,Ginger
2127,236.0,38.0,2089.0,Ginger
2090,236.0,38.0,2810.0,Ginger
2059,2903.1,39.0,841.0,Ginger
2050,2903.1,39.0,3550.0,Ginger
1865,2903.1,39.0,109.0,Ginger
1841,2996.6,40.0,3368.0,Ginger
1799,2996.6,40.0,3671.0,Ginger
1468,2996.6,40.0,2404.0,Ginger
568,3522.8,41.0,2805.0,Ginger
407,3522.8,41.0,2331.0,Ginger
177,3522.8,41.0,2088.0,Ginger
51,2903.1,42.0,2628.0,Tea
173,2903.1,42.0,1939.0,Tea
201,2903.1,42.0,1871.0,Tea
206,2996.6,43.0,1868.0,Tea
243,2996.6,27.0,127919.0,Tea
123,2996.6,27.0,75340.0,Tea
82,3522.8,27.0,29170.0,Tea
74,3522.8,27.0,1901.0,Tea
18,3522.8,27.0,972.0,Tea
37,3729.8,27.0,874.0,Tea
35,3729.8,27.2,592.0,Tea
5974,3729.8,27.2,864.0,Tea
6631,2746.2,27.2,5373.0,Tea
6705,2746.2,27.0,6589.0,Tea
5876,2746.2,27.0,5107.0,Tea
326,3360.0,27.0,5518.0,Paddy
6470,3360.0,27.0,4912.0,Paddy
6709,3360.0,27.0,3830.0,Paddy
6186,3605.4,27.0,313547.0,Paddy
6503,3605.4,27.2,2783.0,Paddy
5220,2903.1,27.2,1533.0,Paddy
4677,2903.1,27.2,1647.0,Paddy
4803,2903.1,27.1,975.0,Paddy
3739,2996.6,27.1,2.0,Paddy
3529,2996.6,27.1,836.0,Paddy
3649,2996.6,26.8,806.0,Paddy
1374,3522.8,26.8,880.0,Paddy
933,3522.8,26.8,770.0,Paddy
345,3522.8,37.0,395.0,Paddy
29,3729.8,37.0,187.0,Paddy
11,2903.1,37.0,187.0,Groundnut
10,2903.1,38.0,121.0,Groundnut
7,2903.1,38.0,103.0,Groundnut
10,2996.6,38.0,71.0,Groundnut
56,2996.6,39.0,3961.0,Groundnut
68,2996.6,39.0,4247.0,Groundnut
56,3522.8,39.0,3290.0,Groundnut
66,3522.8,40.0,3138.0,Groundnut
55,3522.8,40.0,3423.0,Groundnut
42,3729.8,40.0,3899.0,Groundnut
51179,3729.8,41.0,4015.0,Groundnut
468,3729.8,41.0,4279.0,Groundnut
11841,2746.2,41.0,4167.0,Groundnut
50975,2746.2,42.0,4479.0,Groundnut
206,2746.2,42.0,3699.0,Groundnut
10922,3360.0,42.0,4904.0,Blackgram
51390,3360.0,43.0,2821.0,Blackgram
177,3360.0,43.0,3472.0,Blackgram
10723,3605.4,128.0,3647.0,Blackgram
51709,3605.4,129.0,393.0,Blackgram
146,3605.4,130.0,167.0,Blackgram
10910,3512.4,131.0,71.0,Blackgram
51355,3512.4,132.0,52.0,Blackgram
160,3512.4,133.0,313547.0,Blackgram
10912,3296.0,134.0,2783.0,Blackgram
51353,3296.0,135.0,1533.0,Blackgram
142,3296.0,136.0,1647.0,Blackgram
10505,3550.0,137.0,975.0,Blackgram
51040,3550.0,138.0,2.0,Blackgram
154,3550.0,139.0,836.0,Blackgram
10318,3654.0,140.0,806.0,Cashew
48083,3654.0,141.0,880.0,Cashew
143,3654.0,142.0,770.0,Cashew
9283,233.0,143.0,395.0,Cashew
47200,233.0,144.0,187.0,Cashew
158,233.0,27.0,187.0,Cashew
8982,234.0,27.0,121.0,Cashew
46990,234.0,27.0,103.0,Cashew
103,234.0,27.0,71.0,Cashew
8239,3105.0,27.0,3961.0,Cashew
44563,3105.0,27.0,4247.0,Cashew
96,3105.0,27.2,3290.0,Cashew
6949,236.0,27.2,3138.0,Cashew
44663,236.0,27.2,3423.0,Cashew
110,2903.1,27.0,3899.0,Cashew
6824,2903.1,27.0,4015.0,Coconut
43013,2903.1,27.0,4279.0,Coconut
95,2996.6,27.0,4167.0,Coconut
6441,2996.6,27.0,4479.0,Coconut
4012,2996.6,27.0,3699.0,Coconut
4877,3522.8,27.2,4904.0,Coconut
4930,3522.8,27.2,2821.0,Coconut
4954,3522.8,27.2,3472.0,Coconut
5019,3729.8,27.1,3647.0,Coconut
5127,3729.8,27.1,393.0,Coconut
5174,3729.8,27.1,167.0,Coconut
5294,2746.2,26.8,71.0,Coconut
5474,2746.2,26.8,52.0,Coconut
5864,2746.2,26.8,2570.0,Coconut
7028,3360.0,37.0,27170.0,Coconut
7403,3360.0,37.0,114744.0,Coconut
7501,3360.0,37.0,1402.0,Ginger
7714,3605.4,38.0,23456.0,Ginger
7856,3605.4,38.0,107809.0,Ginger
32,3605.4,38.0,1132.0,Ginger
1,3512.4,39.0,23960.0,Ginger
30,3512.4,39.0,126487.0,Ginger
6,3512.4,39.0,804.0,Ginger
15,3296.0,40.0,30362.0,Ginger
4,3296.0,40.0,124492.0,Ginger
39,3296.0,40.0,792.0,Ginger
6,3550.0,41.0,34153.0,Ginger
12,3550.0,41.0,2570.0,Ginger
3,3550.0,41.0,27170.0,Ginger
17,3654.0,42.0,114744.0,Ginger
3,3654.0,42.0,1402.0,Ginger
9,3654.0,42.0,23456.0,Coconut
21,233.0,43.0,107809.0,Coconut
11,233.0,43.0,1132.0,Coconut
4,233.0,27.0,23960.0,Coconut
15,234.0,27.0,126487.0,Coconut
8,234.0,27.0,804.0,Coconut
29,234.0,27.0,30362.0,Coconut
1,3105.0,27.0,124492.0,Coconut
13736,3105.0,27.0,792.0,Coconut
14003,3105.0,27.2,34153.0,Coconut
14179,236.0,27.2,132551.0,Coconut
14319,2903.1,27.2,338.0,Coconut
14464,2903.1,27.0,22966.0,Coconut
14876,2903.1,27.0,131763.0,Coconut
14976,2996.6,27.0,404.0,Coconut
15009,2996.6,27.0,24184.0,Coconut
15114,2996.6,27.0,124387.0,Coconut
16224,3522.8,27.0,343.0,Coconut
17095,3522.8,27.2,23099.0,Coconut
17512,3522.8,27.2,117825.84,Coconut
17587,3729.8,27.2,336.0,Coconut
17771,3729.8,27.1,22594.0,Coconut
17825,3729.8,27.1,116481.07,Coconut
3147,2746.2,27.1,316.0,Coconut
2578,2746.2,26.8,21400.0,Coconut
1591,2746.2,26.8,122102.0,Coconut
1298,3360.0,26.8,382.0,Coconut
4,3360.0,37.0,19578.0,Coconut
1122,3360.0,37.0,121037.0,Coconut
917,3605.4,37.0,231.0,Coconut
819,3605.4,38.0,18951.0,Coconut
619,3605.4,38.0,110579.0,Coconut
391,3512.4,38.0,221.0,Coconut
211,3512.4,39.0,15362.0,Coconut
153,3512.4,39.0,120373.0,Coconut
111,3296.0,39.0,291.0,Coconut
76,3296.0,40.0,17231.0,Coconut
53,3296.0,40.0,119359.0,Coconut
2688,3550.0,40.0,283.0,Coconut
2311,3550.0,41.0,17690.0,Coconut
2188,3550.0,41.0,7157.0,Coconut
1998,3654.0,41.0,8700.0,Coconut
2006,3654.0,42.0,41266.0,Coconut
2034,3654.0,42.0,8838.0,Coconut
2035,233.0,42.0,8954.0,Coconut
2074,233.0,43.0,42915.0,Coconut
2127,233.0,27.0,9230.0,Coconut
2090,234.0,27.0,44313.0,Coconut
2059,234.0,27.0,45820.0,Coconut
2050,234.0,27.0,49084.0,Coconut
1865,3105.0,27.0,86311.0,Coconut
1841,3105.0,27.0,57642.0,Coconut
1799,3105.0,27.2,58405.0,Coconut
1468,236.0,27.2,60751.0,Coconut
568,236.0,27.2,109506.0,Coconut
407,321.0,27.0,114.0,Coconut
177,3654.0,27.0,3.0,Coconut
51,323.0,27.0,95.0,Coconut
173,324.0,27.0,19.0,Coconut
201,3105.0,27.0,54.0,Coconut
206,326.0,27.0,13.0,Coconut
243,327.0,27.2,123.0,Coconut
123,328.0,27.2,19.0,Coconut
82,2903.1,27.2,32.0,Coconut
74,2903.1,27.1,8.0,Coconut
18,2903.1,27.1,50.0,Coconut
37,2996.6,27.1,10.0,Coconut
35,2996.6,26.8,29.0,Coconut
5974,2996.6,26.8,44.0,Coconut
6631,3522.8,26.8,33.0,Coconut
6705,3522.8,37.0,14.0,Coconut
5876,3522.8,37.0,56.0,Coconut
326,3729.8,37.0,26.0,Coconut
6470,3729.8,38.0,98.0,Coconut
6709,3729.8,38.0,3.0,Coconut
6186,2746.2,38.0,58637.0,Coconut
6503,2746.2,39.0,59777.0,Coconut
5220,2746.2,39.0,60528.0,Coconut
4677,3360.0,39.0,61126.0,Coconut
4803,3360.0,40.0,623687.0,Coconut
3739,3360.0,40.0,63504.0,Coconut
3529,3605.4,40.0,63931.0,Coconut
3649,3605.4,41.0,73730.0,Coconut
1374,3605.4,41.0,118416.0,Coconut
1279,3512.4,41.0,130132.0,Coconut
13283,3512.4,42.0,154889.0,Coconut
52119,3512.4,42.0,171739.0,Coconut
725,3296.0,42.0,172475.0,Coconut
12885,3296.0,43.0,177939.0,Coconut
51179,3296.0,43.0,313547.0,Coconut
468,3550.0,128.0,2783.0,Coconut
11841,3550.0,129.0,1533.0,Coconut
50975,3550.0,130.0,1647.0,Coconut
206,3654.0,131.0,975.0,Coconut
10922,3654.0,132.0,2.0,Coconut
51390,3654.0,133.0,836.0,Coconut
177,233.0,134.0,806.0,Coconut
10723,233.0,135.0,880.0,Coconut
51709,233.0,136.0,770.0,Coconut
146,234.0,137.0,395.0,Coconut
10910,234.0,138.0,187.0,Coconut
51355,234.0,139.0,187.0,Coconut
160,3105.0,140.0,121.0,Coconut
10912,3105.0,141.0,103.0,Coconut
51353,3105.0,142.0,71.0,Coconut
1279,236.0,143.0,3961.0,Coconut
13283,236.0,144.0,4247.0,Coconut
52119,2903.1,27.0,3290.0,Coconut
725,2903.1,27.0,3138.0,Coconut
12885,2903.1,27.0,3423.0,Coconut
51179,2996.6,27.0,3899.0,Coconut
468,2996.6,27.0,4015.0,Coconut
11841,2996.6,27.0,4279.0,Coconut
50975,3522.8,27.2,4167.0,Coconut
206,3522.8,27.2,4479.0,Coconut
10922,3522.8,27.2,3699.0,Coconut
51390,2903.1,27.0,4904.0,Coconut
177,2903.1,27.0,2821.0,Coconut
10723,2903.1,27.0,3472.0,Coconut
51709,2996.6,27.0,3647.0,Coconut
146,2996.6,27.0,393.0,Coconut
10910,2996.6,27.0,167.0,Coconut
51355,3522.8,27.2,71.0,Coconut
160,3522.8,27.2,52.0,Coconut
10912,3522.8,27.2,12.0,Coconut
51353,3729.8,27.1,51.0,Coconut
1279,3729.8,27.1,61.0,Coconut
13283,3729.8,27.1,67.0,Coconut
52119,2746.2,26.8,62.0,Coconut
725,2746.2,26.8,32.0,Coconut
12885,2746.2,26.8,22.0,Coconut
51179,3360.0,37.0,25.0,Cocoa
468,3360.0,37.0,4.0,Cocoa
11841,3360.0,37.0,9.0,Cocoa
50975,3605.4,38.0,12.0,Cocoa
206,3605.4,38.0,2089.0,Cocoa
10922,3605.4,38.0,2810.0,Cocoa
51390,3512.4,39.0,841.0,Coffee
177,3512.4,39.0,3550.0,Coffee
10723,3512.4,39.0,109.0,Coffee
51709,3296.0,40.0,3368.0,Coffee
146,3296.0,40.0,3671.0,Coffee
10910,3296.0,40.0,2404.0,Coffee
51355,3550.0,41.0,2805.0,Coffee
160,3550.0,41.0,2331.0,Coffee
10912,3550.0,41.0,2088.0,Coffee
51353,3654.0,42.0,2628.0,Coffee
142,3654.0,42.0,1939.0,Coffee
10505,3654.0,42.0,1871.0,Coffee
51040,233.0,43.0,1868.0,Coffee
154,233.0,43.0,127919.0,Coffee
10318,233.0,27.0,75340.0,Coffee
48083,234.0,27.0,29170.0,Cardamum
143,234.0,27.0,1901.0,Cardamum
9283,234.0,27.0,972.0,Cardamum
47200,3105.0,27.0,874.0,Cardamum
158,3105.0,27.0,592.0,Cardamum
8982,3105.0,27.2,864.0,Cardamum
46990,236.0,27.2,5373.0,Cardamum
103,236.0,27.2,6589.0,Cardamum
8239,2903.1,27.0,5107.0,Cardamum
44563,2903.1,27.0,5518.0,Cardamum
96,2903.1,27.0,4912.0,Cardamum
6949,2996.6,27.0,3830.0,Cardamum
44663,2996.6,27.0,4.0,Cardamum
110,2996.6,27.0,9.0,Cardamum
6824,3522.8,27.2,12.0,Cardamum
43013,3522.8,27.2,2089.0,Pepper
95,3522.8,27.2,2810.0,Pepper
6441,2903.1,27.1,841.0,Pepper
4012,2903.1,27.1,3550.0,Pepper
4877,2903.1,27.1,109.0,Pepper
4930,2996.6,26.8,3368.0,Pepper
4954,2996.6,26.8,3671.0,Pepper
5019,2996.6,26.8,2404.0,Pepper
5127,3522.8,37.0,2805.0,Pepper
5174,3522.8,37.0,2331.0,Pepper
5294,3522.8,37.0,2088.0,Pepper
5474,3729.8,38.0,2628.0,Pepper
5864,3729.8,38.0,1939.0,Pepper
7028,3729.8,38.0,1871.0,Pepper
7403,2746.2,39.0,1868.0,Pepper
7501,2746.2,39.0,127919.0,Arecanut
7714,2746.2,39.0,75340.0,Arecanut
7856,3360.0,40.0,29170.0,Arecanut
32,3360.0,40.0,1901.0,Arecanut
1,3360.0,40.0,972.0,Arecanut
30,3605.4,41.0,874.0,Arecanut
6,3605.4,41.0,592.0,Arecanut
15,3605.4,41.0,864.0,Arecanut
4,3512.4,42.0,5373.0,Arecanut
39,3512.4,42.0,6589.0,Arecanut
6,3512.4,42.0,5107.0,Arecanut
12,3296.0,43.0,5518.0,Arecanut
3,3296.0,27.0,4912.0,Arecanut
17,3296.0,27.0,3830.0,Arecanut
3,3550.0,27.0,4.0,Arecanut
9,3550.0,27.0,9.0,Ginger
21,3550.0,27.0,12.0,Ginger
11,3654.0,27.0,2089.0,Ginger
4,3654.0,27.2,2810.0,Ginger
15,3654.0,27.2,841.0,Ginger
8,233.0,27.2,3550.0,Ginger
29,233.0,27.0,109.0,Ginger
1,233.0,27.0,3368.0,Ginger
13736,234.0,27.0,3671.0,Ginger
14003,234.0,27.0,2404.0,Ginger
14179,234.0,27.0,2805.0,Ginger
14319,3105.0,27.0,2331.0,Ginger
14464,3105.0,27.2,2088.0,Ginger
14876,3105.0,27.2,2628.0,Ginger
14976,236.0,27.2,1939.0,Ginger
15009,236.0,27.1,1871.0,Tea
15114,2903.1,27.1,1868.0,Tea
16224,2903.1,27.1,127919.0,Tea
17095,2903.1,26.8,75340.0,Tea
17512,2996.6,26.8,29170.0,Tea
17587,2996.6,26.8,1901.0,Tea
17771,2996.6,37.0,972.0,Tea
17825,3522.8,37.0,874.0,Tea
3147,3522.8,37.0,592.0,Tea
2578,3522.8,38.0,864.0,Tea
1591,2903.1,38.0,5373.0,Tea
1298,2903.1,38.0,6589.0,Tea
4,2903.1,39.0,5107.0,Tea
1122,2996.6,39.0,5518.0,Tea
917,2996.6,39.0,4912.0,Tea
819,2996.6,40.0,3830.0,Paddy
619,3522.8,40.0,313547.0,Paddy
391,3522.8,40.0,2783.0,Paddy
211,3522.8,41.0,1533.0,Paddy
153,3729.8,41.0,1647.0,Paddy
111,3729.8,41.0,975.0,Paddy
76,3729.8,42.0,2.0,Paddy
53,2746.2,42.0,836.0,Paddy
2688,2746.2,42.0,806.0,Paddy
2311,2746.2,43.0,880.0,Paddy
2188,3360.0,43.0,770.0,Paddy
1998,3360.0,128.0,395.0,Paddy
2006,3360.0,129.0,187.0,Paddy
2034,3605.4,130.0,187.0,Paddy
2035,3605.4,131.0,121.0,Paddy
2074,2903.1,132.0,103.0,Groundnut
2127,2903.1,133.0,71.0,Groundnut
2090,2903.1,134.0,3961.0,Groundnut
2059,2996.6,135.0,4247.0,Groundnut
2050,2996.6,136.0,3290.0,Groundnut
1865,2996.6,137.0,3138.0,Groundnut
1841,3522.8,138.0,3423.0,Groundnut
1799,3522.8,139.0,3899.0,Groundnut
1468,3522.8,140.0,4015.0,Groundnut
568,3729.8,141.0,4279.0,Groundnut
407,2903.1,142.0,4167.0,Groundnut
177,2903.1,143.0,4479.0,Groundnut
51,2903.1,144.0,3699.0,Groundnut
173,2996.6,145.0,4904.0,Groundnut
201,2996.6,146.0,2821.0,Groundnut
206,2996.6,147.0,3472.0,Blackgram
243,3522.8,148.0,3647.0,Blackgram
123,3522.8,149.0,393.0,Blackgram
82,3522.8,150.0,167.0,Blackgram
74,3729.8,151.0,71.0,Blackgram
18,3729.8,152.0,52.0,Blackgram
37,3729.8,153.0,313547.0,Blackgram
35,2746.2,154.0,2783.0,Blackgram
5974,2746.2,155.0,1533.0,Blackgram
6631,2746.2,156.0,1647.0,Blackgram
6705,3360.0,157.0,975.0,Blackgram
5876,3360.0,158.0,2.0,Blackgram
326,3360.0,159.0,836.0,Blackgram
6470,3605.4,160.0,806.0,Blackgram
6709,3605.4,161.0,880.0,Blackgram
6186,3605.4,162.0,770.0,Cashew
6503,3512.4,163.0,395.0,Cashew
5220,3512.4,164.0,187.0,Cashew
4677,3512.4,165.0,187.0,Cashew
4803,3296.0,166.0,121.0,Cashew
3739,3296.0,167.0,103.0,Cashew
3529,3296.0,168.0,71.0,Cashew
3649,3550.0,169.0,3961.0,Cashew
1374,3550.0,170.0,4247.0,Cashew
933,3550.0,171.0,3290.0,Cashew
345,3654.0,172.0,3138.0,Cashew
29,3654.0,173.0,3423.0,Cashew
11,3654.0,174.0,3899.0,Cashew
10,233.0,175.0,4015.0,Cashew
7,233.0,176.0,4279.0,Cashew
10,233.0,177.0,4167.0,Coconut
56,234.0,178.0,4479.0,Coconut
68,234.0,179.0,3699.0,Coconut
56,234.0,180.0,4904.0,Coconut
66,3105.0,181.0,2821.0,Coconut
55,3105.0,182.0,3472.0,Coconut
42,3105.0,183.0,3647.0,Coconut
51179,236.0,184.0,393.0,Coconut
468,236.0,185.0,167.0,Coconut
11841,2903.1,186.0,71.0,Coconut
50975,2903.1,187.0,52.0,Coconut
206,2903.1,188.0,2570.0,Coconut
10922,2996.6,189.0,27170.0,Coconut
51390,2996.6,190.0,114744.0,Coconut
177,2996.6,191.0,1402.0,Coconut
10723,3522.8,192.0,23456.0,Coconut
51709,3522.8,193.0,107809.0,Ginger
146,3522.8,194.0,1132.0,Ginger
10910,3729.8,195.0,23960.0,Ginger
51355,3729.8,196.0,126487.0,Ginger
160,3729.8,197.0,804.0,Ginger
10912,2746.2,198.0,30362.0,Ginger
51353,2746.2,199.0,124492.0,Ginger
142,2746.2,200.0,792.0,Ginger
10505,3360.0,201.0,34153.0,Ginger
51040,3360.0,202.0,2570.0,Ginger
154,3360.0,203.0,27170.0,Ginger
10318,3605.4,204.0,114744.0,Ginger
48083,3605.4,205.0,1402.0,Ginger
143,3605.4,206.0,23456.0,Ginger
9283,3512.4,207.0,107809.0,Ginger
47200,3512.4,208.0,1132.0,Coconut
158,3512.4,209.0,23960.0,Coconut
8982,3296.0,210.0,126487.0,Coconut
46990,3296.0,211.0,804.0,Coconut
103,3296.0,212.0,30362.0,Coconut
8239,3550.0,213.0,124492.0,Coconut
44563,3550.0,214.0,792.0,Coconut
96,3550.0,215.0,34153.0,Coconut
6949,3654.0,216.0,132551.0,Coconut
44663,3654.0,217.0,338.0,Coconut
110,3654.0,218.0,22966.0,Coconut
6824,233.0,219.0,131763.0,Coconut
43013,233.0,220.0,404.0,Coconut
95,233.0,221.0,24184.0,Coconut
6441,234.0,222.0,124387.0,Coconut
4012,234.0,27.0,343.0,Coconut
4877,234.0,27.0,23099.0,Coconut
4930,3105.0,27.0,117825.84,Coconut
4954,3105.0,27.0,336.0,Coconut
5019,3105.0,27.0,22594.0,Coconut
5127,236.0,27.2,116481.07,Coconut
5174,2903.1,27.2,316.0,Coconut
5294,2903.1,27.2,21400.0,Coconut
5474,2903.1,27.0,122102.0,Coconut
5864,2996.6,27.0,382.0,Coconut
7028,2996.6,27.0,19578.0,Coconut
7403,2996.6,27.0,121037.0,Coconut
7501,3522.8,27.0,231.0,Coconut
7714,3522.8,27.0,18951.0,Coconut
7856,3522.8,27.2,110579.0,Coconut
32,3729.8,27.2,221.0,Coconut
1,3729.8,27.2,15362.0,Coconut
30,3729.8,27.1,120373.0,Coconut
6,2746.2,27.1,291.0,Coconut
15,2746.2,27.1,17231.0,Coconut
4,2746.2,26.8,119359.0,Coconut
39,3360.0,26.8,283.0,Coconut
6,3360.0,26.8,17690.0,Coconut
12,3360.0,37.0,7157.0,Coconut
3,3605.4,37.0,8700.0,Coconut
17,3605.4,37.0,41266.0,Coconut
3,3605.4,38.0,8838.0,Coconut
9,3512.4,38.0,8954.0,Coconut
